,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,0.625,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,(+/-)
377,Jason Smith,MIL,32,15,7,8,10.2,3.5,1.2,3,40,0.4,0.9,42.9,0.7,0.8,83.3,0.9,2.1,3,0.8,0.7,0.1,0.5,1.5,9.4,0,0,-2.4
378,Moritz Wagner,LAL,21,13,6,7,6.7,3.5,1.2,3.3,37.2,0.5,1.5,35,0.5,0.7,66.7,0.4,1.3,1.7,0.5,0.5,0.2,0.1,1.1,6.5,0,0,-2.2
379,Lance Thomas,NYK,30,17,3,14,15.1,3.4,1.2,3.4,36.2,0.3,1.4,21.7,0.6,0.8,84.6,0.5,2.1,2.6,0.5,0.6,0.6,0.2,2.1,9.2,0,0,-1.4
380,Luol Deng,MIN,33,5,3,2,7.3,3.4,1.4,3,46.7,0.2,1.2,16.7,0.4,0.6,66.7,1.2,1.2,2.4,0.2,0.4,0.6,0.2,0.8,8.6,0,0,2.8
381,Jonah Bolden,PHI,23,18,11,7,12.4,3.4,1.4,2.8,49,0.2,1.3,16.7,0.4,0.9,43.8,1,2.2,3.2,0.6,0.9,0.3,0.7,2,10.1,0,0,0.7
382,Shake Milton,PHI,22,11,7,4,7.7,3.4,1.2,2.9,40.6,0.6,1.5,41.2,0.4,0.5,80,0.5,0.8,1.4,0.9,0.2,0.3,0.3,0.9,7.8,0,0,-0.2
383,Chris Boucher,TOR,26,12,7,5,4.8,3.3,1.1,2.4,44.8,0.7,1.4,47.1,0.5,0.7,75,0.7,0.8,1.5,0,0.2,0.2,1.1,0.8,8.7,0,0,-1.3
384,Cheick Diallo,NOP,22,29,15,14,9.5,3.3,1.3,2.3,58.2,0,0,0,0.6,0.8,75,0.9,2.7,3.5,0.3,0.7,0.4,0.4,1.2,9.8,1,0,-0.7
385,Johnathan Williams,LAL,23,7,4,3,12.8,3.3,1.6,2.9,55,0,0,0,0.1,0.7,20,1.6,1.4,3,0.6,0.3,0.1,0.6,2.9,9.6,0,0,-2.3
386,Deonte Burton,OKC,24,15,11,4,8.8,3.3,1.3,3.1,43.5,0.3,0.9,30.8,0.3,0.4,83.3,0.1,1,1.1,0.3,0.5,0.2,0.3,1.1,6.2,0,0,0.9
387,Gary Clark,HOU,24,28,15,13,15.2,3.3,1.1,3.3,32.3,0.9,3,29.8,0.2,0.2,100,0.5,2.1,2.7,0.5,0.1,0.4,0.6,1.1,10.1,0,0,0.4
388,Milos Teodosic,LAC,31,15,8,7,10,3.2,1.1,2.7,42.5,0.7,1.8,37,0.3,0.5,57.1,0.2,0.9,1.1,2.1,1.4,0.2,0.1,1.8,7.1,0,0,1.7
389,Andrew Harrison,NOP,24,17,6,11,10.9,3.2,0.9,3.1,30.2,0.3,1.5,20,1,1.1,94.4,0.4,0.8,1.2,1.4,0.7,0.2,0.1,2,7.1,0,0,-1.3
390,Daniel Hamilton,ATL,23,14,5,9,11.2,3.1,1.3,3.1,40.9,0.4,1.1,31.3,0.2,0.4,50,0.6,1.9,2.4,1.2,0.9,0.3,0,0.9,7.9,0,0,-2.1
391,Cristiano Felicio,CHI,26,27,5,22,10.4,3.1,1.2,2.2,55.9,0,0.1,0,0.6,0.9,73.9,0.9,2.1,2.9,0.5,0.5,0.1,0.1,0.9,7.4,0,0,-2.3
392,Thabo Sefolosha,UTA,34,26,11,15,11.1,3,1.1,2.2,50,0.5,1.1,46.4,0.3,0.5,57.1,0.2,2.7,2.8,0.4,0.6,0.9,0,0.9,9.2,1,0,1.3
393,Brandon Knight,HOU,27,12,9,3,9.8,3,0.9,3.9,23.4,0.4,2.7,15.6,0.8,0.9,81.8,0.1,0.7,0.8,0.8,0.4,0.2,0,1.2,5.1,0,0,-1.4
393,Georges Niang,UTA,25,30,19,11,6.7,3,1,2.4,42.5,0.7,1.7,40,0.3,0.3,88.9,0.1,0.9,1.1,0.5,0.3,0.2,0.1,0.9,5.6,0,0,-1.8
393,Haywood Highsmith,PHI,22,1,1,0,5.2,3,1,2,50,1,2,50,0,0,0,0,0,0,1,0,0,0,0,4.5,0,0,-2
393,Johnathan Motley,LAC,23,4,3,1,2.6,3,1,2,50,0,0.5,0,1,1.3,80,0.8,0.3,1,0,0.3,0,0,0.3,4,0,0,-3
393,Lonnie Walker IV,SAS,20,1,1,0,4.7,3,1,2,50,1,1,100,0,0,0,0,1,1,0,0,0,0,0,4.2,0,0,-9
393,Skal Labissiere,SAC,22,11,3,8,9,3,1.1,2.5,44.4,0.3,0.9,30,0.5,1,54.5,0.2,1.6,1.8,0.4,0.5,0.2,0.2,1.7,6.3,0,0,-0.8
393,Vincent Edwards,HOU,22,1,1,0,3.7,3,1,2,50,1,2,50,0,0,0,1,0,1,0,0,0,0,0,4.2,0,0,-5
400,Justin Anderson,ATL,25,23,8,15,8.8,3,1.1,3,38.2,0.3,1.3,20,0.4,0.6,76.9,0.4,1.2,1.6,0.5,0.5,0.4,0.3,1.1,7.2,0,0,-0.9
401,TJ Leaf,IND,21,22,16,6,7.7,3,1.3,2.6,49.1,0.1,0.7,20,0.3,0.5,54.5,0.6,1.2,1.8,0.4,0.3,0.1,0.1,0.7,6,0,0,1.3
402,Robert Williams III,BOS,21,20,13,7,8.8,2.9,1.3,1.7,78.8,0,0,0,0.3,0.5,60,0.9,1.8,2.7,0.2,0.4,0.3,1.4,1.1,10.9,0,0,-1.7
403,Svi Mykhailiuk,LAL,21,29,14,15,9.8,2.9,1,2.9,34.1,0.6,1.9,32.7,0.3,0.5,53.3,0.2,0.4,0.6,0.8,0.6,0.3,0,0.5,5.2,0,0,-0.2
404,Brad Wanamaker,BOS,29,18,15,3,7.4,2.9,1,2.2,45,0.4,0.8,46.7,0.5,0.6,90,0,0.8,0.8,1.4,0.6,0.3,0,0.4,6.4,0,0,0.3
405,Jerome Robinson,LAC,21,8,5,3,5,2.9,1.1,2.3,50,0.6,1.1,55.6,0,0,0,0,0.4,0.4,0.1,0.1,0,0,0.8,3.4,0,0,2
406,Marcus Derrickson,GSW,22,6,5,1,5.7,2.8,1,2.5,40,0.3,1.2,28.6,0.5,0.7,75,0.3,0.3,0.7,0,0.5,0,0.2,1.3,3.6,0,0,-5.2
407,Gary Trent Jr.,POR,19,5,4,1,5.9,2.8,1,3.4,29.4,0.6,1.6,37.5,0.2,0.8,25,0,0.8,0.8,0.2,0.2,0,0.2,0.2,4.5,0,0,-1.4
408,Jordan Bell,GSW,24,40,26,14,11.3,2.8,1.2,2.3,53.3,0,0,0,0.4,0.5,66.7,0.7,1.9,2.6,1.2,0.5,0.4,0.8,1.3,10.6,0,0,-1
409,Theo Pinson,BKN,23,7,2,5,10.4,2.7,1,2.9,35,0.1,1.6,9.1,0.6,0.6,100,0.1,1.3,1.4,1.7,0.6,0.1,0,0.7,6.9,0,0,-1.1
409,Treveon Graham,BKN,25,7,4,3,18.2,2.7,1,5,20,0.4,3.1,13.6,0.3,0.3,100,0.9,1.3,2.1,0.9,0.7,0.4,0.4,1.6,8.4,0,0,2
411,Jevon Carter,MEM,23,9,0,9,13.9,2.7,1.1,4.2,26.3,0.4,2.4,18.2,0,0,0,0,1.1,1.1,1.6,0.8,0.9,0.2,1.9,8.9,0,0,-3.7
412,Jose Calderon,DET,37,35,12,23,14.6,2.5,1.1,3,35.6,0.3,1.4,20.8,0.1,0.2,71.4,0.3,1.2,1.4,2.6,0.8,0.4,0.1,1.5,8.7,0,0,-2.6
413,Ryan Broekhoff,DAL,28,17,7,10,6,2.5,0.9,2.1,45.7,0.5,1.6,33.3,0.1,0.1,100,0.1,0.8,0.9,0.4,0.3,0.1,0.1,0.2,4.4,0,0,2.1
414,Ivan Rabb,MEM,21,14,7,7,6.2,2.5,1.1,1.7,62.5,0,0.1,0,0.4,0.5,71.4,0.9,1.5,2.4,0.7,0.7,0.1,0.1,1.1,6.3,0,0,-0.3
414,Jaylen Morris,MIL,23,4,4,0,7.1,2.5,1,2.5,40,0.3,0.8,33.3,0.3,0.5,50,0,1.3,1.3,1,0.3,0.5,0,0.3,6.8,0,0,3
414,Troy Caupain,ORL,23,2,1,1,4.6,2.5,1,2,50,0.5,1,50,0,0,0,0,1,1,1.5,0,0.5,0,0,7.5,0,0,5.5
417,Khem Birch,ORL,26,18,4,14,8.3,2.4,0.8,1.7,48.4,0,0.1,0,0.7,0.9,81.3,0.7,1.8,2.4,0.3,0.2,0.3,0.5,0.8,8.2,0,0,0.6
418,Salah Mejri,DAL,32,13,9,4,6.4,2.4,1,1.7,59.1,0,0.2,0,0.4,0.5,83.3,0.6,1.5,2.2,0.5,0.2,0.2,0.1,1.2,6.1,0,0,1.8
419,Drew Eubanks,SAS,21,11,6,5,4.1,2.4,0.9,1.3,71.4,0,0,0,0.5,0.7,75,0.1,1,1.1,0.2,0.2,0.1,0,0.4,4,0,0,3.6
420,Jerryd Bayless,MIN,30,6,3,3,9.6,2.3,0.8,3.5,23.8,0.5,1.8,27.3,0.2,0.5,33.3,0.2,0.7,0.8,1.7,0.8,0.3,0,0.8,6,0,0,-6.8
421,Chimezie Metu,SAS,21,19,10,9,5.5,2.3,0.8,2.2,38.1,0,0.1,0,0.6,0.8,80,0.4,0.9,1.4,0.6,0.5,0.3,0.1,0.4,5.4,0,0,0.6
422,Isaiah Briscoe,ORL,22,20,6,14,8.8,2.3,0.9,2.4,38.3,0.2,0.5,40,0.3,0.7,46.2,0.1,0.7,0.8,1.2,0.5,0.1,0,1.2,4.8,0,0,-0.4
423,Troy Brown Jr.,WAS,19,21,9,12,7.1,2.3,0.8,2.3,34.7,0.1,0.5,30,0.5,0.7,78.6,0.2,1.1,1.3,1,0.3,0.3,0,0.5,6.1,0,0,0.5
424,Nick Young,DEN,33,4,3,1,9.3,2.3,0.8,2.3,33.3,0.8,2,37.5,0,0,0,0,0.3,0.3,0.5,0.5,0,0.3,1,3.6,0,0,-1.3
425,Jarell Martin,ORL,24,26,9,17,7.7,2.2,0.9,2.3,39,0.2,0.8,18.2,0.3,0.3,87.5,0.3,1.4,1.7,0.4,0.3,0.1,0.2,1,5.4,0,0,0.5
426,Dragan Bender,PHX,21,12,2,10,8.4,2.2,0.8,2.1,36,0.2,1.2,14.3,0.5,0.6,85.7,0.4,1.1,1.5,0.6,0.5,0.1,0.1,0.7,4.8,0,0,-0.3
427,Isaiah Hartenstein,HOU,20,22,11,11,8.1,2.1,0.8,1.5,50,0.1,0.2,40,0.5,0.6,78.6,0.8,0.8,1.6,0.5,0.5,0.2,0.4,2,6,0,0,2
428,Lorenzo Brown,TOR,28,26,20,6,8.2,2.1,0.9,2.7,32.4,0.2,1.1,21.4,0.1,0.1,100,0.2,1,1.2,1.1,0.6,0.5,0.2,0.8,6.5,0,0,-1.3
429,Marquese Chriss,HOU,21,11,7,4,6.3,2.1,0.9,2.5,35.7,0.1,1.1,8.3,0.2,0.3,66.7,0.5,1,1.5,0.5,0.6,0.2,0.3,1.2,5.4,0,0,-2.6
430,James Nunnally,MIN,28,13,7,6,4.9,2.1,0.7,1.6,42.9,0.4,1,38.5,0.3,0.3,100,0,0.3,0.3,0.4,0.1,0.1,0,0.3,3.2,0,0,-1.2
431,Quincy Pondexter,SAS,30,32,17,15,5.9,2,0.5,1.1,48.6,0.2,0.4,35.7,0.8,1,78.8,0.2,0.9,1.1,0.5,0.3,0.3,0,0.6,4.6,0,0,1.4
432,Amile Jefferson,ORL,25,1,0,1,3.8,2,0,1,0,0,0,0,2,2,100,1,0,1,0,0,0,0,1,3.2,0,0,6
432,DJ Stephens,MEM,28,1,0,1,6.7,2,1,2,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,-3
432,Ekpe Udoh,UTA,31,27,16,11,5.6,2,0.9,1.1,80,0,0,0,0.2,0.4,50,0.3,0.9,1.2,0.4,0.3,0.1,0.5,0.8,5.6,0,0,-0.9
432,Keita Bates-Diop,MIN,22,2,0,2,8.9,2,1,4,25,0,2,0,0,0,0,0,1.5,1.5,0,0,0,0.5,0.5,5.3,0,0,-2
432,Wade Baldwin IV,POR,22,13,7,6,5.5,2,0.6,2,30.8,0.2,0.5,28.6,0.6,0.8,72.7,0.1,0.6,0.7,0.8,0.8,0,0.2,0.5,3.6,0,0,-4
432,Zhou Qi,HOU,22,1,0,1,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2
438,Guerschon Yabusele,BOS,23,24,17,7,5.7,2,0.7,1.7,41.5,0.2,0.7,25,0.4,0.5,75,0.4,0.6,1,0.4,0.3,0.2,0.2,1,4.7,0,0,-0.1
439,Caleb Swanigan,POR,21,16,8,8,8.4,1.9,0.8,2.4,31.6,0.1,0.3,25,0.4,0.4,85.7,0.8,2.3,3.1,0.4,0.9,0.3,0,1.1,6.2,1,0,-3.3
440,Anfernee Simons,POR,19,8,6,2,6.7,1.9,0.9,2.6,33.3,0,0.9,0,0.1,0.5,25,0,0.9,0.9,0.5,0.8,0,0,0.4,2.9,0,0,-2.6
441,Timothe Luwawu-Cabarrot,OKC,23,19,14,5,6.3,1.8,0.7,2.2,31,0.3,1.2,22.7,0.2,0.3,66.7,0.2,0.7,0.9,0.2,0.3,0.2,0.1,0.7,3.8,0,0,-2.2
442,PJ Dozier,BOS,22,4,4,0,2.5,1.8,0.8,1.5,50,0.3,0.5,50,0,0,0,0.5,0.5,1,0,0,0,0,0.3,3,0,0,3
443,Dzanan Musa,BKN,19,7,3,4,3.7,1.7,0.9,2,42.9,0,0.9,0,0,0.3,0,0.1,0.3,0.4,0.1,0.4,0.3,0,0.1,2.9,0,0,0.4
444,C.J. Williams,MIN,28,6,2,4,8.9,1.7,0.8,2.3,35.7,0,1,0,0,0,0,0,0.3,0.3,0.5,0.5,0.2,0,1.7,2.8,0,0,-6.2
444,Patrick McCaw,TOR,23,3,0,3,17.6,1.7,0.7,3,22.2,0.3,1.3,25,0,0,0,0,1,1,0.7,1,0.7,0,0.3,4.9,0,0,-7
446,Thomas Welsh,DEN,22,8,6,2,3.2,1.6,0.6,1.3,50,0.4,0.9,42.9,0,0,0,0,0.4,0.4,0.4,0.1,0,0,0.1,2.5,0,0,0.1
447,Duncan Robinson,MIA,24,4,2,2,7.3,1.5,0.5,1.5,33.3,0.5,1.5,33.3,0,0,0,0,1.3,1.3,0,0,0.3,0,0.3,3.8,0,0,-0.3
447,Rawle Alkins,CHI,21,2,1,1,2.2,1.5,0.5,2,25,0.5,0.5,100,0,0,0,1.5,0,1.5,1,0,0.5,0,0,6.3,0,0,2.5
447,Yuta Watanabe,MEM,24,4,2,2,4.8,1.5,0.5,1.3,40,0,0.5,0,0.5,0.5,100,0,1.3,1.3,0,0.3,0,0.3,0,3.5,0,0,0.3
450,Tyler Lydon,DEN,22,13,11,2,3.5,1.5,0.5,0.7,77.8,0.3,0.4,80,0.1,0.2,50,0.3,0.4,0.7,0.2,0.1,0.2,0,0.4,2.9,0,0,0.2
451,Brandon Goodwin,DEN,23,9,5,4,3.1,1.4,0.3,0.9,37.5,0.2,0.2,100,0.6,0.6,100,0,0.2,0.2,1.1,0.2,0,0,0.8,3.2,0,0,2.6
452,Malachi Richardson,TOR,23,20,14,6,4.9,1.4,0.4,1.4,29.6,0.4,1.2,30.4,0.2,0.3,80,0.1,0.6,0.7,0,0.4,0.1,0,0.7,1.9,0,0,-0.3
453,Jared Terrell,MIN,23,3,1,2,8.5,1.3,0.3,4,8.3,0.3,1.3,25,0.3,0.7,50,0.3,0.3,0.7,0.7,1,0.7,0.3,0.7,5.1,0,0,-2.7
453,Udonis Haslem,MIA,38,3,3,0,4.8,1.3,0.7,2,33.3,0,0.7,0,0,0,0,0.3,1.3,1.7,0,0.7,0,0,1,2.7,0,0,-1.3
455,Kenrich Williams,NOP,24,12,6,6,5.5,1.3,0.5,1.5,33.3,0.1,0.4,20,0.2,0.2,100,0.3,0.7,0.9,0.2,0.3,0.1,0,1.1,2.6,0,0,-0.7
455,Naz Mitrou-Long,UTA,25,4,2,2,4,1.3,0.5,1,50,0.3,0.8,33.3,0,0,0,0,0,0,0.3,0.8,0,0,0.8,0.9,0,0,-0.8
457,Sindarius Thornwell,LAC,24,27,15,12,5.2,1.1,0.4,1,42.3,0,0.3,12.5,0.3,0.3,88.9,0.1,0.8,0.9,0.3,0.4,0.1,0.1,0.9,2.9,0,0,-1.7
458,DeVaughn Akoon-Purcell,DEN,25,7,7,0,3.1,1,0.4,1.4,30,0,0.6,0,0.1,0.3,50,0.1,0.4,0.6,0.9,0.3,0.3,0,0.6,3.5,0,0,0.1
458,Isaac Bonga,LAL,19,6,2,4,3.6,1,0.3,1.3,25,0,0.2,0,0.3,0.5,66.7,0.3,0.3,0.7,0.7,0.3,0.5,0,0.5,4,0,0,-1
458,Jawun Evans,PHX,22,4,3,1,11.5,1,0.5,2.5,20,0,0.5,0,0,0,0,0.3,2.3,2.5,2,1,0.5,0,1.5,7.5,0,0,-6.3
461,Ron Baker,WAS,25,15,4,11,10.1,0.9,0.3,1.3,20,0.1,0.9,7.7,0.3,0.4,83.3,0.1,0.7,0.7,1,0.3,0.4,0.1,1.2,4.4,0,0,-1.3
462,Jaylen Adams,ATL,22,8,2,6,3.4,0.8,0.3,0.8,33.3,0.3,0.6,40,0,0,0,0,0.4,0.4,0.5,0.1,0.1,0.1,0,2.6,0,0,1.3
463,Jacob Evans,GSW,21,21,15,6,4.4,0.6,0.3,1.1,26.1,0,0.3,16.7,0,0,0,0,0.3,0.4,0.5,0.2,0,0,0.6,1.9,0,0,-1.4
464,Edmond Sumner,IND,23,9,7,2,3.8,0.6,0.2,0.9,25,0.1,0.4,25,0,0.2,0,0.2,0.1,0.3,0.1,0.4,0.1,0,0.6,1,0,0,-1.6
465,Alize Johnson,IND,22,6,4,2,3.4,0.5,0.2,1,16.7,0,0,0,0.2,0.7,25,0.2,1,1.2,0,0,0,0.2,0.5,2.4,0,0,-0.8
465,Jordan McRae,WAS,27,8,3,5,4.4,0.5,0.3,1.4,18.2,0,0.4,0,0,0,0,0.1,0.5,0.6,0.3,0,0.1,0.1,0,2.4,0,0,-1.4
467,Quincy Acy,PHX,28,3,2,1,8.6,0.3,0,0.7,0,0,0.7,0,0.3,0.7,50,0,0.3,0.3,0,0.3,0,0,2,0.4,0,0,2.7
468,Alex Caruso,LAL,24,2,0,2,2.6,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0.6,0,0,-3
468,Daryl Macon,DAL,23,1,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
468,Davon Reed,IND,23,4,2,2,2.4,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,2.5
468,Eric Moreland,PHX,27,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,3.6,0,0,3
468,George King,PHX,24,1,0,1,5.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-9
468,Ike Anigbogu,IND,20,3,2,1,2.1,0,0,1,0,0,0,0,0,0,0,0.3,0.7,1,0.3,0.3,0,0.3,0,2.4,0,0,-0.7
468,John Holland,CLE,30,1,0,1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
468,Melvin Frazier Jr.,ORL,22,3,1,2,5.4,0,0,1,0,0,0.3,0,0,0,0,0,0.3,0.3,0,0.3,0.3,0,1,1.1,0,0,-1.7
468,Okaro White,WAS,26,3,2,1,2.1,0,0,0.7,0,0,0.7,0,0,0,0,0.3,0.3,0.7,0,0,0,0,0,0.8,0,0,-1
468,Ray Spalding,DAL,21,1,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
468,Tony Bradley,UTA,21,1,1,0,8.6,0,0,3,0,0,0,0,0,0,0,2,1,3,0,1,0,0,1,2.6,0,0,-10
468,Tyler Cavanaugh,UTA,24,2,1,1,1.9,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.6,0,0,-2
468,Tyler Davis,OKC,21,1,1,0,0.9,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2,0,0,0
468,Tyler Ulis,CHI,23,1,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Zach Lofton,DET,26,1,1,0,3.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
